,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
67,002475.SZ,20210917,33.89,34.02,33.33,33.53,34.08,-0.5499999999999972,-1.6138,381214.5,1279312.387
68,002475.SZ,20210916,33.6,34.14,33.25,34.08,33.4,0.6799999999999997,2.0359,577782.33,1945625.798
69,002475.SZ,20210915,34.3,34.31,33.32,33.4,34.32,-0.9200000000000017,-2.6807,736097.2,2466658.242
70,002475.SZ,20210914,35.01,35.35,34.2,34.32,34.99,-0.6700000000000017,-1.9148,512065.42,1776258.33
71,002475.SZ,20210913,36.0,36.0,34.86,34.99,36.02,-1.0300000000000011,-2.8595,632220.31,2225376.004
72,002475.SZ,20210910,35.15,36.34,34.85,36.02,35.34,0.6799999999999997,1.9242,780492.32,2773610.861
73,002475.SZ,20210909,35.4,35.7,34.81,35.34,36.12,-0.779999999999994,-2.1595,494657.78,1743337.627
74,002475.SZ,20210908,35.33,36.84,35.25,36.12,35.11,1.009999999999998,2.8767,967056.65,3473006.834
75,002475.SZ,20210907,35.33,35.42,34.71,35.11,35.27,-0.1600000000000037,-0.4536,537915.15,1882211.422
76,002475.SZ,20210906,34.2,35.46,34.0,35.27,34.2,1.0700000000000003,3.1287,564634.15,1971160.665
77,002475.SZ,20210903,34.27,34.58,33.59,34.2,34.25,-0.04999999999999716,-0.146,436190.42,1489014.659
78,002475.SZ,20210902,34.52,35.19,33.77,34.25,34.31,-0.060000000000002274,-0.1749,602002.38,2067779.438
79,002475.SZ,20210901,33.8,34.65,33.36,34.31,33.86,0.45000000000000284,1.329,744352.43,2538031.727
80,002475.SZ,20210831,35.14,35.32,33.6,33.86,35.72,-1.8599999999999994,-5.2072,1126462.02,3851116.129
81,002475.SZ,20210830,38.21,38.49,35.0,35.72,37.98,-2.259999999999998,-5.9505,1425686.27,5172287.951
82,002475.SZ,20210827,37.3,38.72,37.01,37.98,37.22,0.759999999999998,2.0419,668487.81,2537622.533
83,002475.SZ,20210826,37.24,37.64,36.6,37.22,37.2,0.01999999999999602,0.0538,519010.51,1929902.059
84,002475.SZ,20210825,37.05,38.38,37.05,37.2,38.68,-1.4799999999999969,-3.8263,979186.82,3663282.368
85,002475.SZ,20210824,39.3,39.4,38.58,38.68,38.97,-0.28999999999999915,-0.7442,404961.34,1573995.741
86,002475.SZ,20210823,38.45,39.16,38.05,38.97,37.95,1.019999999999996,2.6877,491586.19,1911378.697
87,002475.SZ,20210820,37.5,38.17,36.84,37.95,37.7,0.25,0.6631,533659.07,2000189.557
88,002475.SZ,20210819,38.0,38.9,37.66,37.7,38.23,-0.529999999999994,-1.3863,501327.83,1908559.907
89,002475.SZ,20210818,37.91,38.5,37.55,38.23,37.78,0.44999999999999574,1.1911,350939.25,1337337.276
90,002475.SZ,20210817,38.58,39.08,37.44,37.78,38.63,-0.8500000000000014,-2.2004,506778.24,1935496.882
91,002475.SZ,20210816,39.2,39.67,38.5,38.63,39.34,-0.7100000000000009,-1.8048,601873.24,2338193.539
92,002475.SZ,20210813,42.3,42.46,38.88,39.34,42.16,-2.819999999999993,-6.6888,1176044.48,4720100.305
93,002475.SZ,20210812,41.78,42.7,41.52,42.16,41.81,0.3499999999999943,0.8371,704452.24,2972919.217
94,002475.SZ,20210811,42.05,42.15,41.32,41.81,41.82,-0.00999999999999801,-0.0239,453044.98,1893794.558
95,002475.SZ,20210810,41.97,42.3,41.08,41.82,42.18,-0.35999999999999943,-0.8535,616067.23,2561132.54
96,002475.SZ,20210809,40.02,42.34,39.81,42.18,40.65,1.5300000000000011,3.7638,850185.29,3524466.019
97,002475.SZ,20210806,41.28,41.28,40.28,40.65,41.43,-0.7800000000000011,-1.8827,610159.0,2482353.618
98,002475.SZ,20210805,41.6,42.45,40.98,41.43,41.54,-0.10999999999999943,-0.2648,836021.95,3473587.027
99,002475.SZ,20210804,39.31,41.96,39.01,41.54,39.08,2.460000000000001,6.2948,1233304.24,5013346.581
100,002475.SZ,20210803,38.2,39.85,37.87,39.08,38.26,0.8200000000000003,2.1432,863387.67,3372611.53
101,002475.SZ,20210802,36.31,38.74,35.6,38.26,36.98,1.2800000000000011,3.4613,1064372.16,3963711.197
102,002475.SZ,20210730,37.85,37.88,36.1,36.98,38.27,-1.2900000000000063,-3.3708,892392.24,3281056.248
103,002475.SZ,20210729,38.37,38.87,37.85,38.27,37.69,0.5800000000000054,1.5389,679934.61,2605669.112
104,002475.SZ,20210728,38.3,38.6,36.66,37.69,38.63,-0.9400000000000048,-2.4333,754768.29,2848493.952
105,002475.SZ,20210727,40.02,40.66,38.59,38.63,39.79,-1.1599999999999966,-2.9153,908133.89,3577802.41
106,002475.SZ,20210726,40.55,41.07,39.06,39.79,40.45,-0.6600000000000037,-1.6316,763847.37,3057646.901
107,002475.SZ,20210723,41.11,41.55,40.1,40.45,41.29,-0.8399999999999963,-2.0344,836518.68,3398587.148
108,002475.SZ,20210722,42.0,42.51,40.45,41.29,42.05,-0.759999999999998,-1.8074,1101376.13,4542490.451
109,002475.SZ,20210721,43.11,43.91,41.98,42.05,43.22,-1.1700000000000017,-2.7071,942143.62,4045580.538
110,002475.SZ,20210720,42.1,43.31,42.0,43.22,42.67,0.5499999999999972,1.289,598863.59,2557439.664
111,002475.SZ,20210719,41.4,42.67,41.06,42.67,41.26,1.4100000000000037,3.4174,714992.96,3001673.591
112,002475.SZ,20210716,42.18,42.78,41.21,41.26,42.26,-1.0,-2.3663,655267.65,2740235.662
113,002475.SZ,20210715,43.72,43.78,41.67,42.26,43.13,-0.8700000000000045,-2.0172,799084.17,3378827.953
114,002475.SZ,20210714,43.11,44.13,42.89,43.13,43.06,0.07000000000000028,0.1626,624406.75,2707569.577
115,002475.SZ,20210713,44.99,44.99,42.91,43.06,45.5,-2.4399999999999977,-5.3626,1181686.91,5148898.127
116,002475.SZ,20210712,46.5,46.8,45.0,45.5,46.27,-0.7700000000000031,-1.6641,870216.77,3977668.288
117,002475.SZ,20210709,46.0,47.18,44.66,46.27,46.66,-0.38999999999999346,-0.8358,808601.78,3709110.645
118,002475.SZ,20210708,45.49,47.22,45.49,46.66,45.21,1.4499999999999957,3.2073,925885.17,4315418.397
119,002475.SZ,20210707,44.7911,46.1378,44.4021,45.2101,45.2899,-0.07980000000000587,-0.1762,683087.28,3109383.928
120,002475.SZ,20210706,45.9383,46.0481,44.2524,45.2899,45.6091,-0.31919999999999504,-0.6999,665396.32,3008064.045
121,002475.SZ,20210705,43.8933,45.639,43.7736,45.6091,43.4943,2.1147999999999954,4.8622,775394.82,3485838.326
122,002475.SZ,20210702,45.26,45.3597,43.2748,43.4943,45.6889,-2.194599999999994,-4.8034,929416.59,4090692.665
123,002475.SZ,20210701,46.467,46.5568,45.24,45.6889,45.8884,-0.19950000000000045,-0.4348,611738.85,2808913.352
124,002475.SZ,20210630,47.0855,47.3648,45.4096,45.8884,47.3748,-1.4864000000000033,-3.1375,1007094.75,4641936.194
125,002475.SZ,20210629,47.0656,48.0831,46.4471,47.3748,47.1653,0.20949999999999847,0.4442,744406.85,3541260.869
126,002475.SZ,20210628,47.285,48.8712,46.1877,47.1653,46.896,0.2693000000000012,0.5742,1277596.72,6091724.533
127,002475.SZ,20210625,45.7488,49.9585,44.8609,46.896,45.7288,1.1672000000000011,2.5524,1712807.77,8090878.655
128,002475.SZ,20210624,44.5916,46.3872,44.5617,45.7288,43.9432,1.7856000000000023,4.0634,1465991.21,6688742.882
129,002475.SZ,20210623,41.6986,44.6714,41.13,43.9432,41.7385,2.2046999999999954,5.2822,1329730.95,5790418.984
130,002475.SZ,20210622,42.0777,42.377,41.0302,41.7385,41.9979,-0.2593999999999994,-0.6176,760855.07,3172563.261
131,002475.SZ,20210621,39.484,42.1974,39.1847,41.9979,39.6636,2.334299999999999,5.8852,1372664.84,5699235.729
132,002475.SZ,20210618,39.3244,39.913,38.9054,39.6636,39.2246,0.43900000000000006,1.1192,670712.04,2651007.366
133,002475.SZ,20210617,37.7782,39.4042,37.6086,39.2246,37.7782,1.4464000000000041,3.8287,734635.33,2850499.313
134,002475.SZ,20210616,39.893,40.0925,37.5687,37.7782,39.7135,-1.9353000000000051,-4.8732,729931.98,2831893.332
135,002475.SZ,20210615,38.9254,39.893,38.7059,39.7135,38.9054,0.8081000000000031,2.0771,690068.69,2727040.602
136,002475.SZ,20210611,40.1025,40.2521,38.3168,38.9054,40.2821,-1.3766999999999996,-3.4176,885755.21,3468025.959
137,002475.SZ,20210610,40.721,41.0003,39.8032,40.2821,40.8008,-0.5187000000000026,-1.2713,729801.57,2953490.391
138,002475.SZ,20210609,40.4018,40.9704,39.6137,40.8008,40.1524,0.6484000000000023,1.6148,891624.36,3628309.285
139,002475.SZ,20210608,39.2945,41.0302,39.1249,40.1524,39.3244,0.828000000000003,2.1056,1292917.12,5242181.655
140,002475.SZ,20210607,38.3667,39.5439,38.3567,39.3244,38.257,1.0673999999999992,2.7901,854525.52,3350106.444
141,002475.SZ,20210604,37.9777,38.5862,37.2893,38.257,38.4366,-0.17960000000000065,-0.4673,588321.47,2243751.282
142,002475.SZ,20210603,38.1971,39.4541,38.0076,38.4366,38.2271,0.20949999999999847,0.548,670865.17,2604776.232
143,002475.SZ,20210602,39.1548,39.3044,37.9278,38.2271,39.1149,-0.8877999999999986,-2.2697,646879.12,2489384.761
144,002475.SZ,20210601,38.8555,40.0626,38.237,39.1149,38.9054,0.20949999999999847,0.5385,817378.19,3219681.892
145,002475.SZ,20210531,39.3344,39.3443,38.3168,38.9054,39.2047,-0.29930000000000234,-0.7634,745616.4,2893968.574
146,002475.SZ,20210528,39.8132,40.0526,38.656,39.2047,39.8032,-0.5984999999999943,-1.5036,848097.73,3339012.015
147,002475.SZ,20210527,39.085,40.2023,38.8156,39.8032,39.0251,0.7780999999999949,1.9938,975382.77,3879797.265
148,002475.SZ,20210526,39.893,40.2322,38.5363,39.0251,39.6935,-0.6683999999999983,-1.6839,1184922.03,4663970.074
149,002475.SZ,20210525,36.8305,39.903,36.4314,39.6935,36.7108,2.9827000000000012,8.1249,2017290.07,7766348.276
150,002475.SZ,20210524,34.4862,36.9103,34.1969,36.7108,34.566,2.1447999999999965,6.2049,1256546.05,4517294.151
151,002475.SZ,20210521,35.8528,36.4713,34.4064,34.566,35.8528,-1.2867999999999995,-3.5891,686370.26,2413379.403
152,002475.SZ,20210520,35.4638,36.192,35.1745,35.8528,35.6633,0.18950000000000244,0.5314,601428.64,2158548.649
153,002475.SZ,20210519,34.4263,36.1122,34.0472,35.6633,34.7056,0.9577000000000027,2.7595,859980.0,3070850.317
154,002475.SZ,20210518,34.5161,35.0847,33.9475,34.7056,34.6956,0.00999999999999801,0.0288,643518.68,2225460.191
155,002475.SZ,20210517,33.4188,35.6034,33.4088,34.6956,33.3888,1.3067999999999955,3.9139,985736.0,3406229.349
156,002475.SZ,20210514,32.9698,33.4387,31.8725,33.3888,32.8801,0.5087000000000046,1.5471,747468.25,2454695.485
157,002475.SZ,20210513,32.9299,33.4786,32.7504,32.8801,33.5883,-0.7081999999999979,-2.1085,600002.49,1985392.847
158,002475.SZ,20210512,34.2966,34.3465,33.1195,33.5883,34.4163,-0.828000000000003,-2.4058,693977.23,2335793.2
159,002475.SZ,20210511,34.2767,34.5161,33.5185,34.4163,34.4363,-0.020000000000003126,-0.0581,580378.38,1979651.282
160,002475.SZ,20210510,34.5759,35.1146,33.718,34.4363,34.6158,-0.17949999999999733,-0.5185,660072.02,2274778.514
161,002475.SZ,20210507,36.4115,36.8305,34.4762,34.6158,36.2419,-1.626100000000001,-4.4868,745442.1,2658897.001
162,002475.SZ,20210506,36.5611,37.5587,35.9426,36.2419,36.8704,-0.6284999999999954,-1.7046,562371.71,2061918.688
163,002475.SZ,20210430,36.8105,37.0998,36.3616,36.8704,36.621,0.2493999999999943,0.681,563238.96,2078064.725
164,002475.SZ,20210429,37.0998,37.5587,36.4614,36.621,37.1098,-0.4887999999999977,-1.3172,654521.97,2420610.924
165,002475.SZ,20210428,37.7782,38.0275,36.9601,37.1098,38.3069,-1.197099999999999,-3.125,1053203.4,3948848.742
166,002475.SZ,20210427,36.1122,38.3368,35.3241,38.3069,36.2419,2.0649999999999977,5.6978,1251481.68,4653232.53
167,002475.SZ,20210426,36.3117,37.3292,35.6334,36.2419,37.2993,-1.0574000000000012,-2.8349,1122352.81,4110137.997
168,002475.SZ,20210423,36.8005,37.9178,36.4314,37.2993,37.2794,0.019899999999999807,0.0534,1108522.52,4142223.134
169,002475.SZ,20210422,36.4813,38.5263,35.2343,37.2794,36.0823,1.197100000000006,3.3177,1759506.28,6501303.069
170,002475.SZ,20210421,34.1171,36.2219,33.9375,36.0823,35.1745,0.9077999999999946,2.5808,1099631.08,3886528.073
171,002475.SZ,20210420,36.2519,36.2519,35.1545,35.1745,36.4713,-1.2967999999999975,-3.5557,1150354.48,4108390.262
172,002475.SZ,20210419,33.329,36.5212,33.2691,36.4713,33.1993,3.2719999999999985,9.8556,1921263.26,6871104.719
173,002475.SZ,20210416,33.3988,33.5085,32.501,33.1993,33.3888,-0.18950000000000244,-0.5676,486114.86,1609124.111
174,002475.SZ,20210415,34.0871,34.1869,32.8202,33.3888,34.0672,-0.6783999999999963,-1.9914,639223.5,2125414.453
175,002475.SZ,20210414,34.1669,34.3365,33.5983,34.0672,34.0472,0.020000000000003126,0.0587,528341.09,1800520.952
176,002475.SZ,20210413,32.7105,34.7655,32.7105,34.0472,32.6805,1.3666999999999945,4.182,1003938.54,3425903.411
177,002475.SZ,20210412,33.5285,33.7879,32.511,32.6805,33.3689,-0.6883999999999943,-2.063,461306.66,1527506.737
178,002475.SZ,20210409,33.9874,34.1969,33.2192,33.3689,33.9774,-0.6085000000000065,-1.7909,512729.27,1722908.675
179,002475.SZ,20210408,34.5261,34.7655,33.9275,33.9774,34.3964,-0.41899999999999693,-1.2182,471898.35,1618186.723
180,002475.SZ,20210407,35.1645,35.1645,34.0173,34.3964,35.0049,-0.6084999999999994,-1.7383,575608.02,1981120.298
181,002475.SZ,20210406,35.7531,36.0823,34.955,35.0049,35.6433,-0.6384000000000043,-1.7911,646470.91,2285170.761
182,002475.SZ,20210402,35.0348,36.1621,34.7256,35.6433,34.9949,0.6484000000000023,1.8528,852371.75,3046277.189
183,002475.SZ,20210401,34.0273,35.1845,33.8278,34.9949,33.748,1.2469000000000037,3.6947,873250.22,3028667.448
184,002475.SZ,20210331,33.8377,33.9874,32.9898,33.748,33.8278,-0.07980000000000587,-0.2359,581520.25,1953136.299
185,002475.SZ,20210330,33.6681,34.2866,33.1195,33.8278,33.6681,0.15970000000000084,0.4743,812687.31,2754676.943
186,002475.SZ,20210329,35.0348,35.1246,33.5285,33.6681,34.8353,-1.167199999999994,-3.3506,952764.99,3243654.888
187,002475.SZ,20210326,33.1394,35.0648,32.8202,34.8353,32.8102,2.025099999999995,6.1722,1166553.08,4009761.698
188,002475.SZ,20210325,31.9723,33.1594,31.8226,32.8102,32.3214,0.4888000000000048,1.5123,952885.57,3119282.547
189,002475.SZ,20210324,33.9275,34.1669,32.2915,32.3214,34.2667,-1.9453000000000031,-5.6769,1316784.17,4349596.635
190,002475.SZ,20210323,35.4339,36.0025,33.9973,34.2667,35.2144,-0.9476999999999975,-2.6912,1192975.38,4163396.884
191,002475.SZ,20210322,35.9127,36.0224,32.7304,35.2144,35.7531,-0.5387000000000057,-1.5067,1744476.26,5990806.291
192,002475.SZ,20210319,37.9078,37.9677,35.5137,35.7531,38.4864,-2.7333,-7.102,1365145.89,4990287.181
193,002475.SZ,20210318,38.4964,38.7558,37.5088,38.4864,38.4964,-0.00999999999999801,-0.026,706126.18,2692449.802
194,002475.SZ,20210317,37.4091,39.3843,36.7008,38.4964,38.3268,0.16960000000000264,0.4425,852593.23,3253950.783
195,002475.SZ,20210316,38.1273,39.504,37.828,38.3268,38.1074,0.21940000000000026,0.5757,818584.19,3166208.512
196,002475.SZ,20210315,40.302,40.4317,37.7881,38.1074,40.7509,-2.643500000000003,-6.487,1270150.49,4946161.446
197,002475.SZ,20210312,42.2672,42.3969,40.0526,40.7509,42.0478,-1.2969000000000008,-3.0843,1102370.31,4522028.816
198,002475.SZ,20210311,42.9456,43.2748,40.0925,42.0478,43.3247,-1.2768999999999977,-2.9473,1407565.43,5882176.947
199,002475.SZ,20210310,45.3797,46.2875,42.9157,43.3247,44.3921,-1.0673999999999992,-2.4045,776288.94,3429793.611
200,002475.SZ,20210309,46.477,46.477,42.6064,44.3921,46.088,-1.6959000000000017,-3.6797,747303.05,3344775.52
201,002475.SZ,20210308,47.9335,48.5619,45.8884,46.088,47.5145,-1.4264999999999972,-3.0022,555088.53,2618227.549
202,002475.SZ,20210305,45.5493,47.8836,45.4395,47.5145,46.0979,1.4165999999999954,3.073,634517.46,2979127.913
203,002475.SZ,20210304,48.2826,48.3225,45.6989,46.0979,48.8313,-2.733399999999996,-5.5976,788762.4,3680130.774
204,002475.SZ,20210303,48.3824,49.2303,48.0831,48.8313,48.8812,-0.049900000000000944,-0.1021,541557.04,2641451.775
205,002475.SZ,20210302,47.9534,49.6792,47.6242,48.8812,47.4846,1.3965999999999994,2.9412,1010265.75,4953798.644
206,002475.SZ,20210301,46.9858,47.7938,46.467,47.4846,46.3872,1.0974000000000004,2.3657,491701.13,2324381.836
207,002475.SZ,20210226,45.8884,47.305,45.4395,46.3872,46.7863,-0.3990999999999971,-0.853,615044.05,2870285.611
208,002475.SZ,20210225,47.4945,47.8736,46.2176,46.7863,47.4846,-0.6983000000000033,-1.4706,540247.29,2545077.642
209,002475.SZ,20210224,48.2228,48.7814,46.7464,47.4846,48.3824,-0.8977999999999966,-1.8556,635117.06,3041045.456
210,002475.SZ,20210223,48.3325,49.5795,48.1829,48.3824,48.5819,-0.19950000000000045,-0.4106,569810.41,2786481.815
211,002475.SZ,20210222,49.7291,49.779,48.5819,48.5819,49.7191,-1.1372,-2.2872,778903.35,3829641.284
212,002475.SZ,20210219,49.5795,49.8688,48.1031,49.7191,49.9885,-0.2694000000000045,-0.5389,706501.4,3472647.53
213,002475.SZ,20210218,53.1907,53.47,49.779,49.9885,52.652,-2.663499999999999,-5.0587,1209311.17,6137864.662
214,002475.SZ,20210210,50.8763,53.1209,49.9585,52.652,50.1581,2.4939000000000036,4.9721,929030.01,4853025.413
215,002475.SZ,20210209,46.886,50.4773,46.886,50.1581,47.7439,2.414200000000001,5.0566,879147.5,4359929.656
216,002475.SZ,20210208,49.8787,50.3077,45.4994,47.7439,49.3999,-1.656000000000006,-3.3522,1251205.44,6020792.375
217,002475.SZ,20210205,48.9909,50.3675,48.9909,49.3999,48.8812,0.5187000000000026,1.0611,679457.9,3394908.577
218,002475.SZ,20210204,50.0284,50.6668,47.8836,48.8812,51.415,-2.5337999999999994,-4.9281,1530307.13,7500830.517
219,002475.SZ,20210203,53.6496,53.6695,51.1556,51.415,53.6695,-2.2545,-4.2007,861414.63,4499967.634
220,002475.SZ,20210202,53.081,53.9688,51.415,53.6695,53.041,0.6285000000000025,1.1849,792089.56,4181979.755
221,002475.SZ,20210201,53.3603,53.3603,51.7642,53.041,52.9712,0.06979999999999364,0.1318,602416.78,3180705.617
222,002475.SZ,20210129,51.3252,53.8591,51.3152,52.9712,50.2279,2.743300000000005,5.4617,1148204.07,6048822.471
223,002475.SZ,20210128,53.3702,53.3702,49.9186,50.2279,53.6595,-3.431600000000003,-6.3951,1228387.21,6301783.109
224,002475.SZ,20210127,52.3727,54.278,52.2629,53.6595,52.652,1.0075000000000003,1.9135,687573.42,3665534.374
225,002475.SZ,20210126,54.1484,55.3454,52.4724,52.652,55.0761,-2.4240999999999957,-4.4014,976987.98,5255231.744
226,002475.SZ,20210125,53.3702,56.4129,51.8839,55.0761,57.3506,-2.2745000000000033,-3.966,2043919.61,11100122.091
227,002475.SZ,20210122,58.5776,59.3258,56.363,57.3506,57.7596,-0.4089999999999989,-0.7081,891659.61,5135566.882
